review_date,review_title,review_comment,review_rating
22 November 2011,"Dark, haunting, with more than a grain of truth.",These days it seems harder and harder to go to the cinema and see a movie that isn t frankly rubbish The Social Network is the best movie I ve seen since the last century It portrays the beginnings of Facebook probably the most famous and popular website ever creating the youngest billionaire in history Mark Zuckerberg Zuckerberg is played by Jesse Eisenberg who gives an incredible performance of a young man with vastly superior intelligence desperate to make an impression and become somebody By pure chance he is asked to design a website for the college which he agrees to only at some point he decides that the site he s working on should belong to him not them It s well known that a lot of this movie is fictitious but I believe the core emotions and events are very true to what actually happened Zuckerberg fed off the thrill of playing people like pawns gradually shedding his nerdy teenage persona and turning into a ruthless businessman The movie tells the story with atmosphere using dark brooding menacing music it just all comes together and exudes some intangible quality that makes it seem hard to believe that this just happened a few years ago you feel the gradualism of the build up as Facebook gets bigger and bigger and how people quickly get left behind and how Zukerberg and Parker became perfect business partners to create something the world has never seen before It s very brave to make a movie about a true story so soon after it happened If this movie was made 30 years after Facebook was invented it would have been very different The residual emotion that was floating around after these events would have long since evaporated David Fincher did something bold and brave by making this movie The fact that it upset Zuckerberg himself is an achievement in itself He s been portrayed with more accuracy than he s willing to admit,10
1 October 2010,Not everything is private,In The Social Network we follow Mark Zuckerberg Jesse Eisenberg a sophomore at Harvard University who is looking for a way to make his mark on campus but more importantly to get himself into one of the elite Final Clubs at the prestigious institution but that is easier said than done After creating a website that allows users to rate how hot a female is compared to another he turns the heads of some of the club members Two in particular approach him in regards to an idea they had about social networking for Harvard Mark agrees to help but along the way realizes that this idea is much bigger than they all realize Thus Facebook is conceived Mark s aim is to put the social experience of college online With the help of his good friend Eduardo Saverin Andrew Garfield and his computer programming friends they make a model for what will eventually be the most popular site this side of Google As the project gets bigger and bigger the network needs to evolve in order to stay alive Enter Sean Parker Justin Timberlake the man who created Napster Sean shows Mark the possibilities of his website while Eduardo is looking to make money instantly Mark who clearly doesn t see eye to eye with Eduardo decides to move on without him creating a divide between the two that would never be repaired The film is cut up between the story and development of Facebook and the lawsuits that Mark found himself in following his massive success one suit coming from the Harvard club members who claim Mark stole their idea and the other from Eduardo who accuses Mark of cutting him out of Facebook unfairly The movie revolves around the character and motives of Mark Jesse Eisenberg gives a career defining performance really embracing the role and giving it everything he has His dialogue is so snappy making him sound so smart clear and ready for anything The writing by Sorkin is outstanding He doesn t wander about the story He gets right to the point highlighting the major incidents that occurred during the early days of this Internet phenomenon The supporting cast around Eisenberg couldn t have been better Garfield as Mark s friend has great presence on screen much like Timberlake who surprised me with his somewhat straightforwardness about Parker It was clear that he was trying to play the character not like his over the top performances from SNL He is doesn t steal the show and he doesn t have to What I like so much about the casting is how nobody has really proved themselves before on the big screen Timberlake is a superstar but hasn t proved until now that he can handle a serious role Eisenberg and Garfield are just starting to get their feet wet and the rest of the cast is for the most part unknown or in the same boat It s because of this that we accept them as the characters they play instead of watching someone like Seth Rogen I was able to watch this movie and just focus on the story not who was up there When I first heard that Eisenberg and Timberlake were slated to star in this film I was a little uneasy When I heard David Fincher was directing I thought it was a joke How could someone like this direct a movie with two actors who primarily do comedy or music videos for JT s sake After watching the trailer I was bought into it This has Fincher written all over it Like his other films Fight Club Se7en The Curious Case of Benjamin Button this has a dark sometimes grimy look to it like a cloudy film was placed over the camera lens creating a dingy often muted look It compliments the old fashioned campus of Harvard perfectly and also creates a much needed dramatic tone If this were shot with bright popping colors it would be a confusing film With the help of Sorkin s script Fincher creates a fast paced drama that really opens our eyes to the world around us What this film does an excellent job of is instead of focusing on college and it s rules and regulations we focus on the impact of this website on all scales from campus to global We see that the power one website can have is astounding but more importantly how rapid an idea can surface be put into production and impact the world For those who aren t familiar with Facebook this is still a movie you can enjoy This isn t a love ballad for the now multi billion dollar company but it s an examination of what happens when friendship meets business when desire becomes creation when innovation turns into a nightmare By the end of the film we don t know what exactly to make of Mark Zuckerberg Granted this film isn t totally accurate but it s clear that this is a man who knows what he wants and understands the risks of acquiring it There are a lot of things to like about this movie and not too many things to hate I would undoubtedly expect great things to come from this film during the award season It rules on all fronts acting directing writing cinematography production design music This one has it all The one thing I hope doesn t come as a result of this movie is The Twit Flick Let s keep it to one social networking film for now,10
11 November 2010,Intelligent and fun,This film is about the founding of the wildly Facebook and the subsequent lawsuits that followed The Social Network has a good script and unconventional story telling The non linear story telling by intersecting scenes reminds me of Memento but in The Social Network it is more accessible The script is full of witty dialogs I really enjoyed all the amazing retorts in the legal meetings The film comes across as a fun intelligent film which young people can easily relate to It s quite amazing that a film about computers can be totally not nerdy at all Facebook is the website at the moment so a film about Facebook will automatically become the film everyone s talking about I thought The Social Network would be over hyped because of this but it turns out that the hype is justified,
13 October 2010,"""The Social Network"" gives Nerds a bad name",I d put off watching THE SOCIAL NETWORK for a time suspecting it to be a dry and slow moving film After all it was about the guy who founded Facebook so how much fun could it be I didn t much like the idea of watching a film based around people sitting on computers so I was in no hurry to see it Now I ve watched it and things have changed Because THE SOCIAL NETWORK turns out to be one of David Fincher s best films and that s from a director whose filmography is littered with gems This is a hugely entertaining and thoroughly gripping story of success defeat lies and deceit and I was so caught up in the narrative that the two hour running time flew past The joy of THE SOCIAL NETWORK is that it focuses on the conflict between the various parties involved with the founding of one of the world s most popular websites It s bam bam bam with barely time to breathe let alone get bored Good performances are given across the board particularly from Jesse Eisenberg and Andrew Garfield two actors I m normally disposed to dislike both of whom are excellent Technical values are unsurprisingly absolutely spectacular and it s clear that Fincher is in his element making a mini masterpiece out of the premise Splendid stuff,9
6 March 2014,Great movie,Great movie on the founding and rise of Facebook and the business machinatians that went on behind the scenes Focuses primarily on Mark Zuckerberg the CEO of Facebook and he doesn t come out looking good Despite the less than flattering portrayal of Zuckerberg and the room for poetic licence the movie comes across as objective and factual and I wouldn t know myself how true it all is Very believable Great direction by David Fincher Pace is intense and never lets up No red herrings or unnecessary detours Camera angles and the like are spot on Good performances all round Jesse Eisenberg is very believable as Zuckerberg Andrew Garfield plays Eduardo Saverin co founder and does a good job Surprise performance is from Justin Timberlake Who knew he could act His music sucks so I always knew he was no musician Although he has been in a few movies previously he has never had a major role and I have always regarded him as appearing in movies to add star appeal rather than for his acting ability He is excellent in this though you feel this is the role he was born to play as the personality and life of Sean Parker seems very much like that of pop star No matter how much truth there is in the story a great movie and definitely worth the watch Only proviso if you re one of the few not on Facebook many of the technical details will go over your head,9
11 December 2022,I think this movie would be a lot funnier if Michael Cera played Mark Zuckerberg,In all seriousness this movie was very good It takes an interesting perspective on what is required of someone to be massively successful I liked Jesse Eisenberg s portrayal of Zuckerberg although I can t see it being completely accurate as I feel they dramatized how mean Zuckerberg was in this movie There wasn t a whole lot of passionate acting from Eisenberg but that was really because his role didn t require it It seems like the director wanted Zuckerberg s character to be almost emotionless and completely driven by success which Eisenberg did quite well Andrew Garfield s acting was kind of weak at the beginning but somewhere in the middle of the movie something flipped and Garfield started to really act I don t know if this was an accident or if it was intentional but it almost seemed like the more Eduardo Saverin was ripped off by Zuckerberg the better Garfield s acting got Justin Timperlake did a great job as the mildly annoying and cocky Sean Parker because Justin Timberlake is mildly annoying and cocky so that worked out perfectly The plot was great although I did wish that it deviated a little from focusing on the lawsuits that were filed against Zuckerberg and pointed more at the effect that Facebook has had on the world and how social interactions have changed because of social media Also I thought it was funny that the movie continued to include the Winklevosses They didn t really have much of an effect on the plot of the movie other than the initial idea of the social network but they did create an interesting side plot I guess Overall I almost feel like this movie gives a message that if you want to be successful you are going to make some enemies Although Zuckerberg did make a lot of people mad with his selfish drive to make the next big thing it was also that drive that made him successful in the first place It s almost depressing how some of the smartest and most successful people on earth are some of the biggest jerks Either way this movie was very interesting and definitely worth watching,8
9 October 2010,Bold Face(book) Type,Like others before me when I initially heard about this project I wondered what could a director as talented as David Fincher see in a Facebook movie I thought this was just a project to keep him busy before his take on The Girl With The Dragon Tattoo What Finch writer Aaron Sorkin saw was an epic tale about human triumph tragedy set in the digital age pretty much encompassed in one man s soul And now we see one of the very best films of the year I rank it along with Se7en The Curious Case Of Benjamin Button as one of Fincher s best films Jesse Eisenberg is spectacular as FB founder Mark Zuckerberg in the most complex performance of the year He is an unsympathetic underdog yet I found myself siding with him He is not an anti hero I often root for anti heroes This guy is something different altogether Know what There is no small amount of Lisbeth Salander in him or his portrayal here But other actors shine here too Andrew Garfield Justin Timberlake yeah that Timberlake hit it out of the park as the burned partner the Svangeli Sorkin s script is a marvel of fast paced dialog is funny as hell I never thought I d be laughing as much as I did here This is by far Fincher s funniest film Jeff Cronenweth s cinematography carries on his father s legacy proudly The score by Trent Reznor co is the most inventive since Hans Zimmer s James Newton Howard s The Dark Knight,10
1 October 2019,The Social Network,Jesse Eisenberg was undoubtedly destined to play Mark Zuckerberg as he brought out the seriousness and the character of young Mark whilst developing one of the world s biggest social networking sites The movie also succeeded in bringing out Jesse to be the best Zuckerberg due to his charisma and seriousness towards his role as well as some striking similarities between him and the character he played through his actions and speech Andrew Garfield s and Justin Timberlake s roles in this movie were not disappointing at all and really helped with the overall aspects of the movie Surely a must watch,9
7 December 2015,Interesting,If I had to sum up The Social Network in just a few words I would probably say It s an interesting movie about an unlikable man At least that s the impression the filmmakers seem to have about Mark Zuckerberg Though to their credit they don t completely portray Zuckerberg as unlikable he is shown to be socially awkward among other things I can personally relate to that trait myself That s one of the many interesting things to be found in this movie Other things include showing how the world of business can be a cutthroat game where friendship and loyalty sometimes don t mean a darn The movie isn t perfect though then again few movies are I would have liked to have been given a little background on Zuckerberg we learn nothing about his past Some of the technical jargon is a little hard to follow if you know little to nothing about computers or Facebook for that matter Also the second half of the movie does have some lengthy portions that run a little slow though they don t get to be downright boring All the same the praise this movie has received is definitely worthy,
1 November 2021,Totally Made Up Story,Recently Mark Zuckerberg CEO of FB has been involved in scandals and the company name has changed to Mata So I concern about FB and I picked this up tonight I was expecting this to be a serious documentary but it wasn t I couldn t enjoy the story and it was the cheapest video making Unfortunately I didn t feel anything of his passion for the IT company And how to describe Harvard students was impolite Anyway this movie got high rated but it wasn t good enough,1
11 January 2011,world's youngest billionaire,David Fincher is a great director with his own trademarks I think the fact that he is the director of the film was the most anticipated thing in the movie for me And I didn t disappoint Fincher again showed a great skill to keep that intension till the end He uses several time differentials which may confuse viewers who are either a little dumb or are not paying their attention However it s not quite clear how can you not focus cause the story is enthralling What I mean is that you who you read this you probably have a facebook account right And I believe you are a bit interested in how a regular 20 year old student with a bright brain managed to create the second most visited website in the world Well you could get you answer in this movie Mark Zuckerberg is the world s youngest billionaire When Bruno Mars sings that he wants to be a billionaire so bad then Mark Zuckerberg actually has proved that even a young man can hit the absolute top All you have to do is to come up with something which basically fascinates the whole world If you visit facebook daily you should see this movie,8
7 October 2010,Pretty good film about the creation of a social and cultural addiction yet it shows it's motives arrived from greed and hormones.,As it s so common today we live in a high tech and fast paced world of technology and social networking and connecting as it s just a part of life despite if you think it s bad or not I for one even though I enjoy the internet and info I m not to big of a fan of social networks like Facebook I say go to a club or read a book Anyhow this film written just perfect by Aaron Sorkin and directed in a long drawn method by the brilliant David Fincher is an interesting and feel good look at how Facebook came about The Social Network starting in 2003 at Harvard you have the brain and nerd geek boy Mark Zuckerberg Jesse Eisenberg and you guessed it he s lonely and desperate to score with his girl Erica Rooney Mara so instead of giving into the social pressures of clubs and his other peers Mark gives into his anger and starts a fresh new ideal which has Erica to dump him So after returning to his dorm room he starts up a website of fresh faces mostly hot looking chicks that he would like to score with Zuckerberg as he did with his girlfriend Erica starts to type and post nasty items and sexy sayings of which coed he thinks is hotter It s strangely a thing that s a new tech social hit only to university officials Mark himself seems like a new convicted criminal as much of the film is flashback of him being on trial in front of university officials This film mostly serious as it shows an intellect can be interesting and fun it transforms even deeper by showing how Zuckerberg s trip to the Silicon Valley put the final touches on Facebook and his connection with Napster founder Sean Parker good supporting performance from Justin Timberlake spices up and makes this picture sweet sugar as it shows the internet business as dirty which includes cocaine parties with hot young sexy chicks that wear sexy colored bras As it s somewhat of an introduction of a party life for Mark before he becomes a very very rich man Overall The Social Network is a film that captures our times well as it s telling of a cultural and social creation like Facebook was interesting and educational It s made even more watchable with it s intellect intrigue and drama proving that this social creation was motivated by greed and hormone driven lust as this was a way for young men to score and meet hot women Take it for what you want it s an interesting movie that fits our times well of social connection and greed lust driven technology,8
2 October 2010,Easily the best movie I've seen this year,out of You know how each year before the closure of the year there s that one film that s just so highly captivating and involving that you just know it s the movie of the year The Social Network fits that bill completely Out of all seriousness I could not find a single flaw in this film The Social Network is layered with such perfection that trying to find an imperfection in the film is like trying to believe Troll 2 isn t the worst film of all time Words can t describe just the absolute top notch quality of this film David Fincher is not a man behind the camera that just got lucky in the past Potentially excluding Alien 3 every film of Fincher s has been a home run A director can make a fantastic film but hardly does one get away with perfection There has to be at least one plot hole one character that wasn t fully developed or maybe the pacing may be off Nope The Social Network isn t inclusive to any sort of flaw or imperfection Actually typing this review is a mere waste of your time Just pay those ten dollars see the movie then see it again and then see it again The Social Network may be the only film missing on your top five of 2010 list and I sincerely doubt another film will fill in that open slot so I highly suggest you fill in that slot Don t underestimate Fincher s ability or don t second guess the critical acclaim Every great feedback from an individual is simply worth reading because The Social Network is simply a phenomenon It is so perfected that I m willing to say that Fincher is on par with Tarantino Yes I said it The Social Network revolves around Mark Zuckerberg Jessie Eisenberg who recently became the dumpee by ex girlfriend Erica Albright Rooney Mara and frets about being excluded in clubs and decides to join his own Meanwhile Mark meets up with some interested intellectuals who share their ideas about a website Mark is also influenced and inspired by similar chatting websites known as Friendster and Myspace Zuckerberg decides to create a website called Facebook and is exclusive to Harvard students While Zuckerberg is ranking in the cash Eduardo Andrew Garfield is his supporter Sean Parker Justin Timberlake wants to support Zuckerberg s plan so he steps in However Eduardo and Mark s friendship seem to become lose once profit has gotten in their way Eduardo and Mark must suffer the consequences of having a Facebook and even getting sued for supposedly stealing the idea of Facebook First of all the script is so outstanding that I guarantee it will be nominated for an Oscar The one liners are tossed rapidly and certainly witty while steering clear of being pretentious It certainly is a hipster script Furthermore the character development couldn t be stronger There s not one actor or actress who doesn t give it their all Every performance in this film is Oscar potential especially Andrew Garfield Man can that guy act Moreover the pacing is simply perfect The film moves at a slow yet smooth pacing and while there s an abundance of dialog we are so invested with the characters that the conversations are simply indulging To top it off the cinematography is phenomenal You can tell that this is a heavily budgeted film Overall The Social Network doesn t hit the mark it destroys it Everything about this movie is simply phenomenal and flawless Rarely can a film be both but Fincher accomplishes that The performances the script the cinematography the direction the pacing the soundtrack Nothing misses a beat and nothing I tell you nothing can be perfected because it simply is If there s only one movie you see this year make sure it s this one Never have I came out of a theater so proud of spending my hard earned cash So far my favorite films of the year are The Social Network Inception and Toy Story 3 Dear Mr Fincher if film directors could be contenders for God you would certainly be,10
26 December 2010,The Social Network: 9/10,Definitely one of the best films of 2010 and currently is my No 3 of the year slightly behind INCEPTION and THE KIDS ARE ALL RIGHT but No 1 on my 2010 Top 10 director list David Fincher s last film THE CURIOUS CASE OF BENJAMIN BUTTON 2008 is a major disappointment for me though he has remained one of my favorite directors since 1999 s FIGHT CLUB I feel exulted to see he will finally get his overdue Oscar for BEST DIRECTOR next year For me at first I was rather pessimistic towards this project the biographic story of Mark Zuckerberg is surely not Fincher s cup of tea considering SE7VEN FIGHT CLUB and ZODIAC without a dark premise it could turn out to be another case like TCCOBB bland and tasteless Unexpectedly the opening scene between soon to be dumped Mark and his still present girlfriend Erica is mesmerizing and the conversation is sagacious and witty I did watch the scene twice which immediately drew me into a status of devotion especially under of foil of Trent Reznor Nine Inch Nails s arresting music score The acting is outstanding by a rather young cast Jesse interprets a complicated role with his cool headedness and subtlety at the time being he is my No 1 in the leading actor race However Andrew Garfield s performance is much more heartfelt for me as I have seen BOY A I am not surprised to witness how much potential he has under his charming appearance plus he is the new Spider Man I think he could beat Toby Maguire by a mile as far as Oscar speaking The unexpected novae are Rooney Mara and Armie Hammer the former will soon appear in the US version of THE GIRL WITH THE DRAGON TATTOO directed by Fincher as well next year as the protagonist she will be rocket boosting like Noomi Rapace this year the latter manifests himself to be a perfect candidate as the new superman Shadowed by the others Justin Timberlake is just okay as least not too annoying and sadly to find out he is aging too Almost everything in the film is flawless the cinematography the editing the tempo the cast I am really appreciated this film to create a meaningful bitter taste of becoming rich and famous at a young age its practical significance could benefit many audience Anyway I feel placid to see this film sweep in the coming Oscar bravo Fincher,9
1 April 2011,"Sharp and refreshing, 'The Social Network' has much to Like.",Directed by David Fincher The Curious Case of Benjamin Button with a screenplay by Aaron Sorkin A Few Good Men based on a book by Ben Mezrick called Accidental Billionaires The Social Network is the story of Harvard undergraduate and computer programmer Mark Zuckerberg Jason Eisenberg who works on a new idea for a social website with his friend straight out of his dorm room Called Facebook it becomes a global social network garnering 500 million users and making Mark the youngest billionaire in history while also creating some enemies and legal complications Right off the bat let me first say that The Social Network is a well made film Director David Fincher s stylistically visual direction Aaron Sorkin s acerbic dialogue and Jason Eisenberg s near effortless seeming performance are what make this film beyond the usual biographical businessman and his dream Hollywood tale What s unusual about this film s subject is that the main character of this film is to this day quite young which also means the story doesn t span a very long period of time So a good majority of the film focuses on the details dialogues interpersonal relationships and brain storming sessions I take it the main reason for even making a film about this is the fact that Mark Zuckerberg holds the title of being the youngest billionaire The majority of the film takes place in Harvard where we see Mark his calculated personality his interactions with his friends and nurturing of his ideas Jason Eisenberg is able to bring out the nerdy genius of Mark Zuckerberg with spit fire delivery helped by witty acerbic dialogue and geek speak His performance is convincing and makes it seem like Eisenberg is just playing himself and that he is the genius Also good is his business minded best friend Eduardo Saverin played sympathetically by Andrew Garfield reportedly the next Peter Parker in the Spider Man reboot the more level headed of the two owners of Facebook portraying both the uneasiness and insecurity of being out of the loop when Sean Parker played smart and confidently by Justin Timberlake founder of Napster comes into the picture wanting to take Facebook to another direction Advertisement On the whole the story is about how Facebook came to be and the people who created it and people who fought against it There are some familiar conventionalities in this film like many biographies of this kind along with greed sex drugs and rock and roll Structurally it s nothing new The story is framed within a meeting between Mark and the people and their lawyers who want to sue him for breach of contract or intellectual theft We go back and forth between this current event and the past events in Harvard that helped create this popular network Not unlike Fight Club David Fincher has a way of making any scene visually interesting With camera blurs for depth of field along with his sense of composition and color schemes he makes scenes feel both surreal and personal Even the beginning wide shot credit sequence of Mark walking through the Harvard campus amongst groups of people he doesn t know is interesting in how it visually portrays the whole social network idea While Zuckerberg is portrayed sympathetically in this film he isn t particularly seen here as a good guy either thus the enemies I suppose the irony of the film is how a site that is meant to create friends also created enemies for Mark I enjoyed the quick witted dialogue that came out of Mark s mouth They don t try to dumb down the character for the audience which is refreshing To appreciate this film it probably helps to know how Facebook looks like and how it works For those who have used it they know Facebook itself isn t really that complex or new it s a site that is incorporated in such a way that it s easy loads quickly is somewhat safe and works great with plugins And it is of course quite popular There s little doubt there will be some who will be confused by the computer jargon in this film but they need not worry as it doesn t contribute much to the plot yet still cool to hear anyway I wouldn t go far as to say this film defines the modern generation like some have which I found to be a strange statement It is however a sharp nicely made film and more refreshing than usual I m sure many users will have little problems putting this film on their Facebook s Like list You can also follow my movie review updates on http twitter com d art,8
31 October 2010,"This intelligent and wonderful carousel of fights and agreements filled with lawyers and deceptions is the perfect way to sum the current society, virtual or not.",When I first heard about this project I was pessimistic since I refused to believe in a story about some website where people interact with each other Then David Fincher was announced to direct the movie and that news dazzled me because Fincher is known for his compact complex storytelling so I was kind of biased on this project and still didn t cared about it that much But then months after that the movie came out and an avalanche of positive reviews started Right then I said I need to see this movie what the hell was I thinking It s Fincher for god sake So I grabbed a ticket and I went to see it I must say I was completely satisfied with the movie not only satisfied but impressed and in a way it touched me but I find it a little bit overrated Aaron Sorkin deserves a nomination for best Screenplay since the narrative story and dialogue was perfect No mistake and no cheesy lines just smart content Fincher s excellent directing and storytelling is the ultimate weapon of audience attraction a Facebook movie could have had Each shot followed by next one shows a logical smart and innovative progress through the Facebook creation Not only that but he succeeded to let the viewer acknowledge that s he s not watching just a Facebook movie but more a movie about society s goods and bads Of course the story is based on Mark Zuckerberg Jesse Eisenberg the young Harvard student who by inspiration and chance became the youngest billionaire in the world Through his moments of brightness he had an accomplice in Eduardo Saverin Andrew Garfield in creating the main social connector in the world Many said this movie is not based on the real deal behind the creators of Facebook one of them being the Mark Zuckerberg but Fincher never suggested that this movie is about that but more about the social structure of today s world no matter if the society created it s virtual or not Fincher analyzes all the possibilities gives the best interpretation and shows us the naked truth behind the main goals of an adolescent Mark Zuckerberg is the perfect example of that adolescent who can t integrate himself into a society because he doesn t have the required skills to make it there to survive and because of his personal frustrations he succeeds to create the one thing he couldn t be a part of a society Being a virtual society it doesn t really matter in these days when the differences between it and the real one or the one that finds herself in reality are close to none But may I ask which in fact is the real one There s the point of this movie And this intelligent and wonderful carousel of fights and agreements filled with lawyers and deceptions is the perfect way to sum that The cast of Jesse Eisenberg is not only because of the physical but also because of this guy s talent to portray such a simple but in fact deep character But Jesse ain t the top notch as far as acting because the secondary roles held by Justin Timberlake who plays the founder creator of Napster Sean Parker and Andrew Garfield who plays Zuckerberg s partner Eduardo Saverin simply takeover the show I honestly would like to see Andrew Garfield to be nominated in the Best Actor in a Supporting Role at the Academy since he managed to deliver such a great and powerful performance Another place where Fincher always succeeds is the cinematography and editing This film was beautifully shot every take has a meaning and no scene alone was boring or dragged too much The music was also a big contributor to the atmosphere of the movie it s not something the Academy would look after but it definitely delivered With all this the Facebook movie The Social Network is this generation s movie because it reflects our current society and our current beliefs but I also consider it to be a little bit overrated especially considering some critics had the guts to compare this with the Godfather or Citizen Kane I must say this LOUD and clear It ain t nowhere near Citizen Kane or Godfather It s a very very good movie but it doesn t have that strong emotional impact like those movies While I said it impressed me emotionally I am also saying that this doesn t mean it s an powerful emotional movie because it s not It s like a story of a dark twisted fantasy of some poor loser in life which transcends to reality but that s it,9
17 December 2010,Social Disease,I d put off watching THE SOCIAL NETWORK for a time suspecting it to be a dry and slow moving film After all it was about the guy who founded Facebook so how much fun could it be I didn t much like the idea of watching a film based around people sitting on computers so I was in no hurry to see it Now I ve watched it and things have changed Because THE SOCIAL NETWORK turns out to be one of David Fincher s best films and that s from a director whose filmography is littered with gems This is a hugely entertaining and thoroughly gripping story of success defeat lies and deceit and I was so caught up in the narrative that the two hour running time flew past The joy of THE SOCIAL NETWORK is that it focuses on the conflict between the various parties involved with the founding of one of the world s most popular websites It s bam bam bam with barely time to breathe let alone get bored Good performances are given across the board particularly from Jesse Eisenberg and Andrew Garfield two actors I m normally disposed to dislike both of whom are excellent Technical values are unsurprisingly absolutely spectacular and it s clear that Fincher is in his element making a mini masterpiece out of the premise Splendid stuff,8
16 January 2011,One of the best movies of the year 2010,I d put off watching THE SOCIAL NETWORK for a time suspecting it to be a dry and slow moving film After all it was about the guy who founded Facebook so how much fun could it be I didn t much like the idea of watching a film based around people sitting on computers so I was in no hurry to see it Now I ve watched it and things have changed Because THE SOCIAL NETWORK turns out to be one of David Fincher s best films and that s from a director whose filmography is littered with gems This is a hugely entertaining and thoroughly gripping story of success defeat lies and deceit and I was so caught up in the narrative that the two hour running time flew past The joy of THE SOCIAL NETWORK is that it focuses on the conflict between the various parties involved with the founding of one of the world s most popular websites It s bam bam bam with barely time to breathe let alone get bored Good performances are given across the board particularly from Jesse Eisenberg and Andrew Garfield two actors I m normally disposed to dislike both of whom are excellent Technical values are unsurprisingly absolutely spectacular and it s clear that Fincher is in his element making a mini masterpiece out of the premise Splendid stuff,9
29 March 2011,"Zuckerberg - The Hero, The Legend",I d put off watching THE SOCIAL NETWORK for a time suspecting it to be a dry and slow moving film After all it was about the guy who founded Facebook so how much fun could it be I didn t much like the idea of watching a film based around people sitting on computers so I was in no hurry to see it Now I ve watched it and things have changed Because THE SOCIAL NETWORK turns out to be one of David Fincher s best films and that s from a director whose filmography is littered with gems This is a hugely entertaining and thoroughly gripping story of success defeat lies and deceit and I was so caught up in the narrative that the two hour running time flew past The joy of THE SOCIAL NETWORK is that it focuses on the conflict between the various parties involved with the founding of one of the world s most popular websites It s bam bam bam with barely time to breathe let alone get bored Good performances are given across the board particularly from Jesse Eisenberg and Andrew Garfield two actors I m normally disposed to dislike both of whom are excellent Technical values are unsurprisingly absolutely spectacular and it s clear that Fincher is in his element making a mini masterpiece out of the premise Splendid stuff,8
27 June 2023,Favorite biography of all time.,The Social Network As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook he is sued by the twins who claimed he stole their idea and by the co founder who was later squeezed out of the business It is about Facebook it is directed by David Fincher and written by Aaron Sorkin instant classic that might be considered as one of the most important films of all time that story is a one to tell they did in the best possible of ways Directing was masterful the frames mostly dark with a yellow theme and it served the movie in many ways Writing was decent Aaron wrote some great dialogs the ones that kept me interested and entertained Technically this movie is a perfect one it was flawless and I can say it s the best biography I ve ever watched Besides it can be very rewatchable Jesse Eisenberg and Andrew Garfield carried the film especially Jesse as Mark Zuckerberg zero mistake I still don t know why I haven t seen it till today What was I doing for real Lol,9
29 May 2021,Why such a low rating?,Regarded by many as one of the best films of the last decade and yet it s only rated a 7 7,9
24 April 2011,highly recommended,this movie about the creation of the phenomenon Facebook and the aftermath is one well crafted and compelling movie David Fincher directed it and Aaron Sorkin wrote the screenplay s it s not hard to tell Sorkin had a hand din it the dialogue just pops the acting is superb all around the main characters are well drawn Jesse Eisenberg plays Zuckerberg and it s hard not to feel some degree of empathy for the character though i wouldn t exactly call him sympathetic Andrew Garfield plays Eduardo Saverin a co founder of Facebook but it s Justin Timberlake who i found really impressive as Sean Parker founder of Napster he plays a totally unlikable character and pulls it off perfectly i would highly recommend this film for me The Social Network is an 8 10,8
26 August 2013,From bedroom to boardroom,Steve Jobs didn t invent the graphical user interface But he did produce the first implementation of one in which enough of the details were right for it to be popular And Bill Gates who makes a cameo appearance in this film did not necessarily produce the world s best computer operating system But his system became the first standard and the advantages of using a standard system meant that once Microsoft was big it was destined to become huge Both of these factors technical refinement and network effects help explain the story of Mark Zuckerberg and Facebook And while it s interesting to observe the fine lines that makes one person a billionaire whereas another goes bankrupt it also perhaps tells us that the detailed biographies of those who happen to end up on top are maybe not that interesting or important One might make an exception for Jobs who showed an uncanny knack throughout his career for shaping sector defining products But is Zuckerberg whose social networking software happened to win out over the competition really worth the attention This movie describing the story of Facebook s foundation is perhaps most interesting because its participants most of whom are presented badly here are still alive and indeed young I don t quite know how the script was steered around the lawyers or how true it is It s certainly quite fun to watch a tale of almost schoolboy capitalists hopelessly out of their depth when their business venture turns out to be worth billions although this part of the story would probably work as well without the crazy numbers and when the concept is so nebulous the business so fluid it s easy to understand the lawsuits which led to many people claiming that they really owned the company in some senses the business made itself What does grate is the sense of self assurance and self entitlement shown by the class of Harvard all of whom are depicted as both arrogant and brilliant when their most obvious merits are merely their own well connectedness Again this may be true to life but you won t find any socialistic moralising here Instead there s a snappy though glib script and a surprisingly breathless journey from the bedroom to the boardroom It s a fun film if you like this sort of thing but less insightful than it thinks,7
